Price,Close,High,Low,Open,Volume,Ticker,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,MSFT,MSFT,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,NVDA,NVDA,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-14,,,,,,MSFT,97.99121856689453,101.0624884063688,97.52446036251543,100.9131223623283,39495100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-15,,,,,,MSFT,100.14762115478516,100.63305358832223,97.00167598206113,98.00986810909254,38505200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-16,,,,,,MSFT,101.09046173095703,101.64123282443465,99.69952470303977,99.96090807771814,33502100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-19,,,,,,MSFT,97.66445922851562,101.34250790540551,96.66559726305752,101.07178737541892,44773900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-20,,,,,,MSFT,94.94793701171875,96.12416948190176,92.74483809011541,95.03195717781371,64052500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-21,,,,,,MSFT,96.25485229492188,97.48709334722085,95.44269066779817,96.7122732213381,28130600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-23,,,,,,MSFT,96.2175064086914,96.90830634475891,95.2186444430479,95.37734047446725,13823100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-26,,,,,,MSFT,99.39146423339844,99.54082311177488,97.62711930446403,97.82315683854976,32336200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-27,,,,,,MSFT,100.01693725585938,100.19430763451204,98.35527935742147,99.20477549915763,29124500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-28,,,,,,MSFT,103.73231506347656,103.92835259637006,100.68905048154271,100.7170548259328,46788500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-29,,,,,,MSFT,102.8641357421875,103.73230595284474,101.78125370645922,102.99482741930474,28123200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-30,,,,,,MSFT,103.51761627197266,103.59229928120484,102.08933755068496,103.34024590558715,33665600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-03,,,,,,MSFT,104.6378173828125,105.87939551880592,103.36824202521939,105.48732046180675,34732800.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-04,,,,,,MSFT,101.30517578125,105.15126512305604,101.01578803579704,104.49780662617408,45197000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-06,,,,,,MSFT,101.93061828613281,101.97728981465211,98.01918381481177,98.78466667971715,49107400.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-07,,,,,,MSFT,97.85115814208984,102.17333515755126,97.3657328997488,101.17447320701643,45044900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-10,,,,,,MSFT,100.43699645996094,100.80107430106393,96.98298964667515,97.83249273897745,40801500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-11,,,,,,MSFT,101.37049865722656,103.57359697908569,100.29696095881233,102.50005928067148,42381900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-12,,,,,,MSFT,101.82792663574219,103.87232182557338,101.79058514121243,103.5175883107834,36183000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-13,,,,,,MSFT,102.17334747314453,103.49894591894683,101.40786445730883,102.29470913998028,31333400.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-14,,,,,,MSFT,98.980712890625,101.99597308669344,98.48595048743795,101.05311981293988,47043100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17,,,,,,MSFT,96.04946899414062,98.7660042082008,94.94791973379084,98.40193350642238,56957300.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-18,,,,,,MSFT,97.05766296386719,97.56176247568864,95.70406044448677,96.85228829732932,49319200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-19,,,,,,MSFT,96.79627990722656,99.77419121454449,94.61184868272785,96.75893841118292,68198200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-20,,,,,,MSFT,94.76123046875,97.37507152821453,92.21272813555468,96.198846256429,70334200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21,,,,,,MSFT,91.69928741455078,96.15215596989034,90.98047604655908,94.87323637990458,111242100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-24,,,,,,MSFT,87.8718490600586,91.45655381782969,87.73182737285593,91.18583335230271,43935200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-26,,,,,,MSFT,93.87438201904297,93.99574367705584,87.71317683679607,88.81472618166468,51634800.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-27,,,,,,MSFT,94.45317840576172,94.46251556285765,89.99097168389481,92.69817034642347,49498500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,,,,,,MSFT,93.71568298339844,95.60138953956941,92.9035213927114,95.30265754304403,38196300.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,,,,MSFT,94.81723022460938,95.5920502988283,93.76235959300134,94.55584685551447,33173800.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,,,,,,MSFT,94.39714813232422,94.98526069599663,92.36208280255053,92.93152817846168,35329300.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,,,,,,MSFT,90.9244613647461,93.52897190352745,90.73775388828604,93.44495175857993,42579100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,,,,,,MSFT,95.15328979492188,95.69473080489634,92.3527416880828,93.09022021087655,44060600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,,,,,,MSFT,95.27465057373047,96.404204196358,94.2664586018881,94.8825755223383,35656100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,,,,,,MSFT,95.9654769897461,97.05768933436477,94.94794053511613,96.18951890404027,31514400.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,,,,,,MSFT,97.33769989013672,97.90714515967532,96.37617965138956,96.95496207414584,32280800.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,,,,,,MSFT,96.71224212646484,96.85227093055563,95.5733516323622,96.3575086619742,30067600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-11,,,,,,MSFT,95.9654769897461,96.56292684263994,94.88259468002349,96.32954777128565,28314200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-14,,,,,,MSFT,95.26532745361328,96.03081042375756,94.52784882886306,95.12529860447991,28437100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-15,,,,,,MSFT,98.02853393554688,98.06587543659873,95.10662379716635,95.6947435360292,31587600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-16,,,,,,MSFT,98.3739242553711,99.19542298323661,97.98184920188764,98.2619068813259,29853900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-17,,,,,,MSFT,99.06473541259766,99.5408235163855,97.79515289150422,98.01919477106101,28393000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-18,,,,,,MSFT,100.54901885986328,100.72638919898468,98.86869414340933,100.3156398335089,37427600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22,,,,,,MSFT,98.65398406982422,99.97957525390608,97.8885011345778,99.65284603559897,32371300.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-23,,,,,,MSFT,99.6155014038086,99.92356342373857,98.33658179274825,99.06473032771797,25874300.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,,,,,,MSFT,99.139404296875,99.8862200055949,98.33657990275798,99.75552832489328,23164800.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-25,,,,,,MSFT,100.04492950439453,100.70772515213052,99.1394176503079,100.110275353547,31225600.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28,,,,,,MSFT,98.09385681152344,99.40078055364783,97.70178182553454,99.1954059070361,29476700.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-29,,,,,,MSFT,96.09615325927734,97.99118987463487,95.37734184659234,97.90716971892232,31490500.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-30,,,,,,MSFT,99.30744934082031,99.30744934082031,97.3937454320837,97.66446598078723,49471900.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31,,,,,,MSFT,97.48709106445312,98.22456967182605,96.32019588610918,96.89897845854644,55636400.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,,,,,,MSFT,95.94678497314453,97.17902595765626,95.5453727595904,96.88030108632502,35535700.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-04,,,,,,MSFT,98.70997619628906,98.76599199728811,95.93743263924966,96.03078993352754,31315100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05,,,,,,MSFT,100.09159851074219,100.13827004297114,98.91536621726684,99.00871640388745,27325400.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-06,,,,,,MSFT,98.980712890625,99.88622466498445,98.51395483144283,99.88622466498445,20609800.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07,,,,,,MSFT,98.271240234375,98.56996511219202,97.35639841200666,98.19656435654291,29760700.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-08,,,,,,MSFT,98.6446304321289,98.74731775817665,97.3283766234031,97.44973113502242,21461100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-11,,,,,,MSFT,98.25257110595703,99.49414924825398,97.9911877332972,99.13940856636185,18914100.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,,,,,,MSFT,99.7835464477539,100.01692549868835,98.46729230400868,99.0834092949506,25056600.0,,,,,,,,,,,,,,,,,,,,,,,,,
