timestamp,model,features,test_loss,total_return,sharpe_ratio
2026-05-03 18:41:16,lstm,returns+indicators,0.0280422094588478,-0.9072954,-4.853393482161435
2026-05-03 21:35:47,lstm,results,0.0332203269625703,-0.9748848080635072,-5.541523296319096
2026-05-04 17:33:26,transformer,results+indicators,0.0315421084562937,-0.9059489965438844,-4.563033859714766
